"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","38509","","","","0"
"2017","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","39838","","","","0"
"2018","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","40926","","","","0"
"2019","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","41622","","","","0"
"2020","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","42295","","","","0"
"2021","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","42383","","","","0"
"2022","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","42871","","","","0"
"2023","Saskatchewan","2016A000247","Men+","35 to 39 years","Persons","249","units","0","v469336","9.2.49","44862","","","","0"
"1971","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","26167","","","","0"
"1972","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","25334","","","","0"
"1973","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","24519","","","","0"
"1974","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23816","","","","0"
"1975","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23563","","","","0"
"1976","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23443","","","","0"
"1977","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23213","","","","0"
"1978","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","22973","","","","0"
"1979","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","22879","","","","0"
"1980","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","22902","","","","0"
"1981","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23262","","","","0"
"1982","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","23575","","","","0"
"1983","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","24308","","","","0"
"1984","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","25120","","","","0"
"1985","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","26097","","","","0"
"1986","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","27021","","","","0"
"1987","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","28630","","","","0"
"1988","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","29565","","","","0"
"1989","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","30577","","","","0"
"1990","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","31632","","","","0"
"1991","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","32704","","","","0"
"1992","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","33195","","","","0"
"1993","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","34303","","","","0"
"1994","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","35586","","","","0"
"1995","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","36961","","","","0"
"1996","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","38184","","","","0"
"1997","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39191","","","","0"
"1998","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39874","","","","0"
"1999","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39989","","","","0"
"2000","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39881","","","","0"
"2001","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39725","","","","0"
"2002","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39225","","","","0"
"2003","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39157","","","","0"
"2004","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","38753","","","","0"
"2005","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","37919","","","","0"
"2006","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","36534","","","","0"
"2007","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","35294","","","","0"
"2008","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","33897","","","","0"
"2009","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","32877","","","","0"
"2010","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","32108","","","","0"
"2011","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","32036","","","","0"
"2012","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","32545","","","","0"
"2013","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","33004","","","","0"
"2014","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","33407","","","","0"
"2015","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","33762","","","","0"
"2016","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","34423","","","","0"
"2017","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","35267","","","","0"
"2018","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","36287","","","","0"
"2019","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","37518","","","","0"
"2020","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","38419","","","","0"
"2021","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","39296","","","","0"
"2022","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","40280","","","","0"
"2023","Saskatchewan","2016A000247","Men+","40 to 44 years","Persons","249","units","0","v469357","9.2.55","42539","","","","0"
"1971","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","26296","","","","0"
"1972","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","25545","","","","0"
"1973","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","25025","","","","0"
"1974","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24495","","","","0"
"1975","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24301","","","","0"
"1976","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24258","","","","0"
"1977","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24160","","","","0"
"1978","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24033","","","","0"
"1979","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","23641","","","","0"
"1980","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","23337","","","","0"
"1981","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","23000","","","","0"
"1982","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22644","","","","0"
"1983","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22477","","","","0"
"1984","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22437","","","","0"
"1985","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22401","","","","0"
"1986","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22625","","","","0"
"1987","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","22969","","","","0"
"1988","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","23549","","","","0"
"1989","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","23880","","","","0"
"1990","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24395","","","","0"
"1991","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","24876","","","","0"
"1992","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","26502","","","","0"
"1993","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","27672","","","","0"
"1994","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","28930","","","","0"
"1995","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","30349","","","","0"
"1996","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","31523","","","","0"
"1997","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","32169","","","","0"
"1998","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33214","","","","0"
"1999","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","34467","","","","0"
"2000","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","35641","","","","0"
"2001","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","36614","","","","0"
"2002","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","37551","","","","0"
"2003","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","38128","","","","0"
"2004","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","38362","","","","0"
"2005","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","38150","","","","0"
"2006","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","38134","","","","0"
"2007","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","38717","","","","0"
"2008","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","39742","","","","0"
"2009","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","40190","","","","0"
"2010","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","40143","","","","0"
"2011","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","39032","","","","0"
"2012","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","37715","","","","0"
"2013","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","36090","","","","0"
"2014","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","35048","","","","0"
"2015","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33935","","","","0"
"2016","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33701","","","","0"
"2017","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33593","","","","0"
"2018","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33710","","","","0"
"2019","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","33623","","","","0"
"2020","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","34021","","","","0"
"2021","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","34368","","","","0"
"2022","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","35070","","","","0"
"2023","Saskatchewan","2016A000247","Men+","45 to 49 years","Persons","249","units","0","v469378","9.2.61","36692","","","","0"
"1971","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","25046","","","","0"
"1972","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","25002","","","","0"
"1973","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24863","","","","0"
"1974","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24846","","","","0"
"1975","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24628","","","","0"
"1976","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24620","","","","0"
"1977","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24304","","","","0"
"1978","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24188","","","","0"
"1979","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","24061","","","","0"
"1980","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23975","","","","0"
"1981","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23878","","","","0"
"1982","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23713","","","","0"
"1983","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23531","","","","0"
"1984","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23083","","","","0"
"1985","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","22736","","","","0"
"1986","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","22404","","","","0"
"1987","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","22083","","","","0"
"1988","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","21783","","","","0"
"1989","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","21626","","","","0"
"1990","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","21417","","","","0"
"1991","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","21494","","","","0"
"1992","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","21710","","","","0"
"1993","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","22205","","","","0"
"1994","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","22715","","","","0"
"1995","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23351","","","","0"
"1996","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","23956","","","","0"
"1997","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","25482","","","","0"
"1998","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","26677","","","","0"
"1999","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","27982","","","","0"
"2000","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","29212","","","","0"
"2001","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","30274","","","","0"
"2002","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","30855","","","","0"
"2003","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","31934","","","","0"
"2004","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","33202","","","","0"
"2005","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","34472","","","","0"
"2006","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","35540","","","","0"
"2007","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","36936","","","","0"
"2008","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","38134","","","","0"
"2009","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","39175","","","","0"
"2010","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","39838","","","","0"
"2011","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","40760","","","","0"
"2012","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","41082","","","","0"
"2013","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","41380","","","","0"
"2014","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","41136","","","","0"
"2015","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","40424","","","","0"
"2016","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","39110","","","","0"
"2017","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","37584","","","","0"
"2018","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","35544","","","","0"
"2019","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","34309","","","","0"
"2020","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","33044","","","","0"
"2021","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","32639","","","","0"
"2022","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","32693","","","","0"
"2023","Saskatchewan","2016A000247","Men+","50 to 54 years","Persons","249","units","0","v469396","9.2.67","33128","","","","0"
"1971","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23676","","","","0"
"1972","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23546","","","","0"
"1973","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23230","","","","0"
"1974","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23007","","","","0"
"1975","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23040","","","","0"
"1976","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22982","","","","0"
"1977","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23346","","","","0"
"1978","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23560","","","","0"
"1979","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23772","","","","0"
"1980","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23552","","","","0"
"1981","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23479","","","","0"
"1982","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23276","","","","0"
"1983","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23183","","","","0"
"1984","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23046","","","","0"
"1985","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22977","","","","0"
"1986","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22856","","","","0"
"1987","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22714","","","","0"
"1988","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22556","","","","0"
"1989","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22038","","","","0"
"1990","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","21663","","","","0"
"1991","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","21352","","","","0"
"1992","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20970","","","","0"
"1993","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20730","","","","0"
"1994","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20609","","","","0"
"1995","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20527","","","","0"
"1996","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20687","","","","0"
"1997","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","20865","","","","0"
"1998","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","21343","","","","0"
"1999","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","21780","","","","0"
"2000","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","22325","","","","0"
"2001","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","23010","","","","0"
"2002","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","24480","","","","0"
"2003","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","25651","","","","0"
"2004","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","26908","","","","0"
"2005","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","28210","","","","0"
"2006","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","29290","","","","0"
"2007","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","30103","","","","0"
"2008","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","31390","","","","0"
"2009","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","33111","","","","0"
"2010","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","34845","","","","0"
"2011","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","36426","","","","0"
"2012","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","37675","","","","0"
"2013","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","38749","","","","0"
"2014","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39311","","","","0"
"2015","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39411","","","","0"
"2016","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39526","","","","0"
"2017","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39630","","","","0"
"2018","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39925","","","","0"
"2019","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","39668","","","","0"
"2020","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","38807","","","","0"
"2021","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","37243","","","","0"
"2022","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","35698","","","","0"
"2023","Saskatchewan","2016A000247","Men+","55 to 59 years","Persons","249","units","0","v469417","9.2.73","33957","","","","0"
"1971","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19893","","","","0"
"1972","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20233","","","","0"
"1973","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20476","","","","0"
"1974","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20740","","","","0"
"1975","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21235","","","","0"
"1976","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21385","","","","0"
"1977","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21420","","","","0"
"1978","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21381","","","","0"
"1979","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21369","","","","0"
"1980","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21493","","","","0"
"1981","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21494","","","","0"
"1982","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21673","","","","0"
"1983","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21896","","","","0"
"1984","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","22194","","","","0"
"1985","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","22010","","","","0"
