"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1986","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21866","","","","0"
"1987","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21759","","","","0"
"1988","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21673","","","","0"
"1989","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21572","","","","0"
"1990","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21436","","","","0"
"1991","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21368","","","","0"
"1992","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21230","","","","0"
"1993","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21083","","","","0"
"1994","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20709","","","","0"
"1995","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20490","","","","0"
"1996","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20230","","","","0"
"1997","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19797","","","","0"
"1998","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19520","","","","0"
"1999","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19356","","","","0"
"2000","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19237","","","","0"
"2001","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19339","","","","0"
"2002","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","19573","","","","0"
"2003","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20152","","","","0"
"2004","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","20590","","","","0"
"2005","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21203","","","","0"
"2006","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","21917","","","","0"
"2007","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","23419","","","","0"
"2008","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","24748","","","","0"
"2009","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","26119","","","","0"
"2010","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","27673","","","","0"
"2011","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","28899","","","","0"
"2012","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","29679","","","","0"
"2013","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","30662","","","","0"
"2014","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","32012","","","","0"
"2015","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","33380","","","","0"
"2016","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","34756","","","","0"
"2017","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","35934","","","","0"
"2018","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","36839","","","","0"
"2019","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","37424","","","","0"
"2020","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","37710","","","","0"
"2021","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","37841","","","","0"
"2022","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","37923","","","","0"
"2023","Saskatchewan","2016A000247","Men+","60 to 64 years","Persons","249","units","0","v469435","9.2.79","38208","","","","0"
"1971","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","16221","","","","0"
"1972","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","16311","","","","0"
"1973","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","16557","","","","0"
"1974","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","16619","","","","0"
"1975","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","16861","","","","0"
"1976","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17495","","","","0"
"1977","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17906","","","","0"
"1978","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18085","","","","0"
"1979","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18368","","","","0"
"1980","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18821","","","","0"
"1981","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19145","","","","0"
"1982","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19287","","","","0"
"1983","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19189","","","","0"
"1984","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19116","","","","0"
"1985","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19279","","","","0"
"1986","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19289","","","","0"
"1987","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19557","","","","0"
"1988","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19644","","","","0"
"1989","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19926","","","","0"
"1990","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19798","","","","0"
"1991","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19775","","","","0"
"1992","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19661","","","","0"
"1993","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19608","","","","0"
"1994","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19533","","","","0"
"1995","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19466","","","","0"
"1996","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19393","","","","0"
"1997","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19278","","","","0"
"1998","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19094","","","","0"
"1999","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18776","","","","0"
"2000","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18475","","","","0"
"2001","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18123","","","","0"
"2002","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17778","","","","0"
"2003","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17594","","","","0"
"2004","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17650","","","","0"
"2005","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17693","","","","0"
"2006","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","17920","","","","0"
"2007","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18268","","","","0"
"2008","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","18741","","","","0"
"2009","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19216","","","","0"
"2010","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","19814","","","","0"
"2011","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","20613","","","","0"
"2012","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","22095","","","","0"
"2013","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","23267","","","","0"
"2014","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","24314","","","","0"
"2015","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","25505","","","","0"
"2016","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","26467","","","","0"
"2017","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","27291","","","","0"
"2018","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","28313","","","","0"
"2019","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","29787","","","","0"
"2020","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","31327","","","","0"
"2021","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","32695","","","","0"
"2022","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","33716","","","","0"
"2023","Saskatchewan","2016A000247","Men+","65 to 69 years","Persons","249","units","0","v469456","9.2.85","34546","","","","0"
"1971","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","11335","","","","0"
"1972","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","11784","","","","0"
"1973","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","12233","","","","0"
"1974","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","12723","","","","0"
"1975","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","12952","","","","0"
"1976","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","13111","","","","0"
"1977","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","13363","","","","0"
"1978","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","13763","","","","0"
"1979","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","14034","","","","0"
"1980","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","14252","","","","0"
"1981","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","14681","","","","0"
"1982","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","14976","","","","0"
"1983","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","15114","","","","0"
"1984","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","15372","","","","0"
"1985","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","15791","","","","0"
"1986","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16002","","","","0"
"1987","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16244","","","","0"
"1988","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16277","","","","0"
"1989","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16272","","","","0"
"1990","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16381","","","","0"
"1991","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16516","","","","0"
"1992","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16743","","","","0"
"1993","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","16911","","","","0"
"1994","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","17121","","","","0"
"1995","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","17089","","","","0"
"1996","Saskatchewan","2016A000247","Men+","70 to 74 years","Persons","249","units","0","v469459","9.2.86","17069","","","","0"
